word	tag	level_freq@a1	level_freq@a2	level_freq@b1	level_freq@b2	level_freq@c1	total_freq@total	nb_doc@a1	nb_doc@a2	nb_doc@b1	nb_doc@b2	nb_doc@c1	nb_doc@total	B2_Nya_Mål_3@b2	B2_På_svenska!_3@b2	B2_På_svenska!_3@total	B2_Nya_Mål_3@total	A2_Svenska_Utifrån@a2	A2_Svenska_Utifrån@total	B1_RIVSTART@b1	C1_Språkporten_123@c1	C1_Skrivtrappan@c1	B1_RIVSTART@total	C1_Språkporten_123@total	C1_Skrivtrappan@total	A2_RIVSTART@a2	B1_Svenska_Utifrån@b1	B2_RIVSTART@b2	B1_Svenska_Utifrån@total	A2_RIVSTART@total	B2_RIVSTART@total	A1_Nya_Mål_1@a1	A1_På_svenska!@a1	A1_Svenska_Utifrån@a1	A2_På_svenska!@a2	B1_Nya_Mål_2@b1	B1_På_svenska!_2@b1	B2_Språkporten_BAS@b2	A1_Svenska_Utifrån@total	B1_Nya_Mål_2@total	B2_Språkporten_BAS@total	B1_På_svenska!_2@total	A1_Nya_Mål_1@total	A2_På_svenska!@total	A1_På_svenska!@total	A2_Nya_Mål_1@a2	A2_Nya_Mål_1@total	B1_På_svenska!_3@b1	B1_På_svenska!_3@total	A1_RIVSTART@a1	A1_RIVSTART@total
skilsmässa	NN_UTR	0.0	0.0	56.886	31.0358	198.2578	61.6924	0.0	0.0	4.0	4.0	4.0	12.0	2.0	0.0	0.0	2.0	0.0	0.0	1.0	15.0	0.0	1.0	15.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skilsmässofrekvens	NN_UTR	0.0	0.0	0.0	0.0	13.2172	0.8196	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skina	VB	430.2138	81.2641	10.6789	27.8326	13.2172	36.0309	4.0	4.0	2.0	3.0	1.0	14.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	0.0	2.0	1.0	0.0	3.0	0.0	1.0	0.0	3.0	1.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
skinka	NN_UTR	0.0	4.0033	3.1736	31.0358	0.0	11.067	0.0	1.0	1.0	3.0	0.0	5.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skinkbit	NN_UTR	0.0	0.0	0.0	2.4884	0.0	0.2925	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skinn	NN_NEU	0.0	0.0	3.6601	18.3887	13.2172	9.214	0.0	0.0	1.0	2.0	1.0	4.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skinnarbetare	NN_UTR	0.0	0.0	0.0	0.0	13.2172	0.8196	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skinnskalle	NN_UTR	0.0	0.0	3.6601	0.0	0.0	0.2515	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skinnskräddare	NN_UTR	0.0	0.0	0.0	0.0	13.2172	0.8196	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skinnstansare	NN_UTR	0.0	0.0	0.0	0.0	13.2172	0.8196	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skissa	VB	0.0	0.0	0.0	6.1296	0.0	0.7206	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skissera	VB	0.0	0.0	0.0	6.1296	0.0	0.7206	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skit	NN_UTR	0.0	0.0	0.0	6.1296	26.4344	4.641	0.0	0.0	0.0	1.0	1.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skita	VB	0.0	0.0	0.0	6.1296	0.0	0.7206	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skitbra	JJ	0.0	0.0	0.0	0.0	13.2172	0.8196	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skitduktig	JJ	0.0	0.0	0.0	6.1296	0.0	0.7206	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skitdålig	JJ	0.0	0.0	0.0	2.409	0.0	0.2832	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skithäftig	NN_UTR	0.0	0.0	0.0	0.0	13.2172	0.8196	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skitläger	NN_NEU	0.0	0.0	0.0	0.0	13.2172	0.8196	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skitsnabb	JJ	0.0	0.0	0.0	6.1296	0.0	0.7206	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skitsnygg	JJ	0.0	0.0	0.0	6.1296	0.0	0.7206	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skitäcklig	JJ	0.0	0.0	0.0	0.0	13.2172	0.8196	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skiva	NN_UTR	0.0	39.2977	118.9175	25.6876	0.0	38.2177	0.0	2.0	5.0	3.0	0.0	10.0	2.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	1.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0
skivkontrakt	NN_NEU	0.0	0.0	1.7903	0.0	0.0	0.123	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
skivstång	NN_UTR	0.0	32.5271	0.0	0.0	0.0	0.4277	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skjorta	NN_UTR	125.4718	98.9816	81.5147	18.3887	49.4391	53.7868	1.0	4.0	5.0	3.0	2.0	15.0	3.0	0.0	0.0	3.0	3.0	3.0	0.0	2.0	1.0	0.0	2.0	1.0	0.0	4.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	1.0	7.0	0.0	0.0	0.0	7.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skjortkrage	NN_UTR	0.0	0.0	0.0	0.0	13.2172	0.8196	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skjortärm	NN_UTR	0.0	0.0	0.0	0.0	13.2172	0.8196	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skjul	NN_NEU	0.0	0.0	3.6601	0.0	0.0	0.2515	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skjuta	VB	0.0	124.3488	131.8604	89.8871	26.4344	83.4387	0.0	4.0	10.0	9.0	2.0	25.0	6.0	2.0	2.0	6.0	2.0	2.0	4.0	2.0	0.0	4.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	1.0	0.0	2.0	1.0	5.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
skjuta_av	VBM_MWE	0.0	0.0	0.0	6.1296	0.0	0.7206	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skjuta_in	VBM_MWE	0.0	0.0	0.0	24.5182	0.0	2.8823	0.0	0.0	0.0	2.0	0.0	2.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skjuta_upp	VBM_MWE	0.0	0.0	15.8697	0.0	13.2172	4.5122	0.0	0.0	2.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
skjuta_ut	VBM_MWE	0.0	0.0	0.0	12.2591	0.0	1.4411	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skjutaned	JJ	0.0	0.0	3.6601	1.2386	0.0	2.1858	0.0	0.0	1.0	1.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skjutsa	VB	0.0	0.0	0.0	2.409	0.0	0.2832	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sko	NN_UTR	40.3946	176.4186	107.2724	489.1284	185.0406	254.0932	1.0	5.0	7.0	10.0	2.0	25.0	38.0	1.0	1.0	38.0	5.0	5.0	3.0	14.0	0.0	3.0	14.0	0.0	2.0	2.0	3.0	2.0	2.0	3.0	0.0	1.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
skoaffär	NN_UTR	0.0	0.0	0.0	12.2591	0.0	1.4411	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skoavdelning	NN_UTR	0.0	16.2635	0.0	0.0	0.0	0.2139	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skodon	NN_NEU	0.0	0.0	0.0	6.1296	0.0	0.7206	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skofirmanamn	NN_NEU	0.0	0.0	0.0	6.1296	0.0	0.7206	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skog	NN_UTR	231.1918	524.6684	314.9431	191.4452	29.6447	219.1258	3.0	10.0	12.0	13.0	2.0	40.0	11.0	0.0	0.0	11.0	7.0	7.0	16.0	1.0	1.0	16.0	1.0	1.0	6.0	3.0	4.0	3.0	6.0	4.0	2.0	1.0	0.0	1.0	3.0	2.0	3.0	0.0	3.0	3.0	2.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
skogsarbetare	NN_UTR	0.0	0.0	0.0	2.4884	39.6516	6.0611	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skogsbotten	NN_UTR	0.0	0.0	0.0	6.1296	0.0	0.7206	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skogsbrand	NN_UTR	0.0	0.0	1.7903	0.0	0.0	0.123	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
skogshare	NN_UTR	0.0	0.0	0.0	6.1296	0.0	0.7206	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skogslän	NN_UTR	0.0	0.0	0.0	0.0	3.6699	0.2276	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skogsplantering	NN_UTR	0.0	0.0	0.0	6.1296	0.0	0.7206	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skogssame	NN_UTR	0.0	0.0	0.0	6.1296	0.0	0.7206	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skogsväg	NN_UTR	0.0	0.0	4.1521	0.0	0.0	0.2853	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skogvakt	NN_UTR	0.0	0.0	0.0	24.5182	0.0	2.8823	0.0	0.0	0.0	3.0	0.0	3.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skohandel	NN_UTR	0.0	0.0	0.0	6.1296	0.0	0.7206	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skohorn	NN_NEU	0.0	0.0	0.0	6.1296	0.0	0.7206	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skohylla	NN_UTR	0.0	0.0	0.0	2.4884	39.6516	6.0611	0.0	0.0	0.0	1.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skoj	NN_NEU	0.0	10.5491	5.3395	2.4884	13.2172	7.8637	0.0	1.0	1.0	1.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skoj	JJ	34.1246	10.5491	28.5381	0.0	0.0	8.2406	1.0	1.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
skoja	VB	0.0	45.6536	47.0037	0.0	29.6447	19.4891	0.0	3.0	4.0	0.0	2.0	9.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skojdikter	NN_UTR	0.0	0.0	0.0	0.0	3.6699	0.2276	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skokräm	NN_UTR	0.0	0.0	3.1736	0.0	0.0	0.218	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skoköp	NN_NEU	0.0	0.0	0.0	18.3887	0.0	2.1617	0.0	0.0	0.0	2.0	0.0	2.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skola	VB	4334.3798	6710.6395	7040.1418	6255.3495	5550.7723	6146.6272	25.0	75.0	161.0	158.0	79.0	498.0	257.0	47.0	47.0	257.0	55.0	55.0	135.0	250.0	79.0	135.0	250.0	79.0	75.0	83.0	128.0	83.0	75.0	128.0	3.0	31.0	0.0	23.0	94.0	87.0	81.0	0.0	94.0	81.0	87.0	3.0	23.0	31.0	33.0	33.0	47.0	47.0	11.0	11.0
skola	NN_UTR	404.6241	1208.5433	598.9012	627.9179	371.4946	596.4754	5.0	20.0	25.0	25.0	17.0	92.0	42.0	3.0	3.0	42.0	19.0	19.0	7.0	17.0	5.0	7.0	17.0	5.0	8.0	14.0	4.0	14.0	8.0	4.0	3.0	2.0	0.0	1.0	5.0	10.0	6.0	0.0	5.0	6.0	10.0	3.0	1.0	2.0	7.0	7.0	3.0	3.0	0.0	0.0
